popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Expected,Id
0,255933,False,0.331,0.23,2,-21.548,1,0.0356,0.978,0.88,0.359,0.189,82.51,3,classical,4089
83,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,rock,3592
26,140560,True,0.555,0.508,0,-12.851,1,0.108,0.361,0.000968,0.12,0.961,122.037,4,acoustic,2120
42,200111,True,0.733,0.87,5,-3.597,0,0.208,0.00921,6.6e-05,0.108,0.532,145.27,4,electronic,1367
54,218502,False,0.546,0.411,2,-9.308,1,0.0475,0.701,9.73e-05,0.0955,0.528,79.785,4,acoustic,1043
54,231965,False,0.393,0.207,10,-11.865,1,0.0392,0.877,0.0,0.104,0.262,163.99,4,acoustic,349
2,229517,False,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,rock,2715
59,253812,False,0.559,0.656,5,-10.794,0,0.0365,0.0574,0.627,0.177,0.0386,122.007,4,electronic,3048
44,424354,False,0.704,0.87,8,-7.506,1,0.0401,0.00177,0.214,0.112,0.128,124.001,4,electronic,4654
0,166133,False,0.302,0.0437,7,-21.963,0,0.0433,0.957,0.646,0.1,0.0819,118.809,4,classical,473
65,373840,False,0.432,0.0951,1,-23.511,1,0.0388,0.909,0.89,0.117,0.093,100.265,4,jazz,5067
60,256680,False,0.316,0.413,11,-12.216,1,0.0334,0.856,0.00245,0.143,0.245,155.69,4,acoustic,313
63,225000,False,0.657,0.836,5,-3.399,0,0.127,0.376,0.0,0.0919,0.837,88.014,4,hip-hop,2649
0,218346,False,0.163,0.0368,8,-23.149,1,0.0472,0.991,0.899,0.107,0.0387,69.442,3,classical,3330
0,197573,False,0.626,0.248,11,-12.898,0,0.061,0.827,0.0,0.0965,0.639,80.542,4,jazz,5476
1,223146,False,0.532,0.964,0,-2.559,0,0.0519,0.0477,0.0,0.359,0.804,122.778,4,rock,3693
4,165213,False,0.329,0.282,7,-10.863,1,0.0294,0.71,0.00265,0.158,0.393,112.944,4,rock,1893
59,211394,False,0.804,0.902,11,-3.067,0,0.0846,0.265,0.000413,0.0651,0.72,155.98,4,hip-hop,417
0,197866,False,0.475,0.347,5,-6.538,1,0.213,0.776,0.00012,0.113,0.285,175.2,3,jazz,4995
46,147378,True,0.618,0.977,11,-2.615,0,0.216,0.00809,0.643,0.303,0.65,150.067,4,electronic,5762
33,331280,False,0.441,0.549,0,-9.367,1,0.118,0.654,0.447,0.0997,0.486,75.553,3,classical,3989
39,205093,False,0.729,0.691,5,-3.643,1,0.0337,0.668,0.0,0.142,0.752,93.014,4,electronic,4380
38,181800,False,0.624,0.296,0,-17.159,1,0.0585,0.93,0.108,0.128,0.854,100.481,4,jazz,809
0,51680,False,0.482,0.198,3,-23.52,1,0.0561,0.995,0.808,0.152,0.755,153.773,1,classical,3127
38,215625,False,0.433,0.276,0,-11.829,1,0.0306,0.649,0.73,0.111,0.0702,127.639,4,jazz,4117
0,262586,False,0.532,0.872,0,-3.869,1,0.0636,0.00223,0.0,0.283,0.299,127.959,4,rock,1002
0,238653,False,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,rock,125
29,91893,False,0.5,0.764,4,-7.834,1,0.0626,0.168,0.0,0.226,0.966,126.899,4,acoustic,52
0,188266,False,0.294,0.253,1,-13.146,1,0.0349,0.884,6.3e-06,0.132,0.234,85.256,4,jazz,1894
52,297642,False,0.626,0.79,3,-6.502,1,0.0397,0.0196,8.86e-05,0.106,0.539,127.039,4,rock,5344
0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz,82
0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,2164
72,143709,False,0.646,0.879,1,-3.668,1,0.0823,0.00659,0.0607,0.117,0.429,123.849,4,hip-hop,4663
0,155000,False,0.45,0.0485,2,-31.079,1,0.038,0.972,0.911,0.172,0.316,126.978,4,classical,452
0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,4466
71,108493,False,0.742,0.675,8,-6.551,1,0.0907,0.139,0.0,0.167,0.679,145.989,4,hip-hop,472
48,433920,False,0.715,0.743,6,-7.491,0,0.0337,0.339,0.00217,0.0983,0.259,116.962,4,jazz,2034
35,74562,False,0.416,0.477,6,-1.383,0,0.04,0.631,0.0,0.344,0.704,164.972,4,classical,3646
55,199200,False,0.561,0.547,5,-5.345,0,0.0825,0.0622,0.874,0.149,0.202,99.982,4,electronic,3516
60,151773,False,0.478,0.305,5,-13.062,1,0.0306,0.675,0.00139,0.169,0.0974,108.66,4,acoustic,685
0,264306,False,0.819,0.897,9,-3.633,0,0.0484,0.117,4.72e-06,0.311,0.805,116.019,4,hip-hop,289
29,187746,False,0.43,0.645,11,-12.105,0,0.0895,0.736,0.000756,0.592,0.771,97.383,4,classical,5125
49,280652,False,0.747,0.0926,8,-11.531,1,0.0308,0.921,0.0,0.112,0.328,77.94,4,acoustic,5351
1,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,rock,4751
54,250000,False,0.762,0.391,1,-11.735,1,0.0337,0.867,0.000521,0.112,0.355,137.956,3,rock,2847
56,274693,False,0.648,0.458,5,-15.169,1,0.0311,0.864,0.0944,0.366,0.0848,119.96,4,electronic,5986
0,196213,False,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,4,rock,5525
0,231226,False,0.463,0.677,10,-5.528,1,0.0417,0.257,0.0,0.089,0.782,202.05,4,rock,392
68,268000,False,0.335,0.00532,1,-31.646,1,0.0376,0.994,0.912,0.0621,0.0397,65.832,4,classical,1742
4,192026,True,0.725,0.725,8,-6.067,0,0.159,0.0119,0.0,0.086,0.515,140.003,4,hip-hop,1100
50,289653,False,0.758,0.352,1,-14.351,1,0.0521,0.00727,0.267,0.0733,0.107,99.987,4,electronic,5428
38,250866,False,0.528,0.884,5,-7.083,0,0.0298,0.216,0.0097,0.174,0.954,94.094,4,jazz,2065
41,207933,False,0.638,0.875,7,-4.399,1,0.065,0.132,0.0,0.157,0.671,125.015,4,electronic,1261
0,151333,False,0.771,0.158,6,-10.374,0,0.0621,0.895,0.0,0.144,0.504,130.072,4,jazz,5545
40,157146,False,0.352,0.442,9,-5.14,0,0.0323,0.818,0.00373,0.101,0.464,112.633,3,jazz,3324
3,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.838,95.002,4,hip-hop,4432
90,298933,False,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,4,rock,4718
77,215133,False,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,4,rock,2221
54,188181,False,0.529,0.24,0,-9.066,1,0.037,0.938,0.0,0.0659,0.487,131.266,4,acoustic,4679
0,84986,False,0.553,0.337,10,-10.334,1,0.0303,0.818,0.0,0.113,0.664,102.213,4,jazz,1236
36,235613,True,0.453,0.798,5,-6.265,1,0.0509,0.0112,0.0,0.347,0.441,129.982,4,electronic,5202
3,71560,False,0.272,0.142,0,-22.839,1,0.0337,0.982,0.975,0.188,0.561,63.218,4,classical,3076
47,236840,False,0.369,0.319,2,-12.088,1,0.0288,0.752,0.000837,0.154,0.476,160.359,4,acoustic,2926
63,223326,False,0.489,0.595,3,-3.788,0,0.0273,0.262,0.0,0.0813,0.459,144.859,3,hip-hop,883
31,82870,False,0.519,0.473,4,-2.501,0,0.0368,0.853,0.0,0.323,0.857,137.511,4,classical,1923
17,60226,False,0.494,0.252,2,-12.272,1,0.0505,0.983,0.939,0.114,0.347,99.222,4,classical,587
51,212373,False,0.636,0.735,6,-5.162,1,0.0318,0.036,1.23e-06,0.0915,0.537,120.969,4,acoustic,5912
1,197573,False,0.626,0.248,11,-12.898,0,0.061,0.827,0.0,0.0965,0.639,80.542,4,jazz,2574
65,121904,False,0.844,0.865,5,-3.73,0,0.0431,0.0196,0.00979,0.0978,0.679,126.008,4,electronic,5878
0,232000,False,0.685,0.862,0,-4.611,1,0.0627,0.00757,0.0014,0.0226,0.884,128.032,4,hip-hop,4463
55,132001,False,0.678,0.758,0,-6.466,0,0.0496,0.264,0.0,0.433,0.302,120.064,4,electronic,4094
32,212068,False,0.619,0.626,10,-4.484,0,0.0368,0.555,0.0,0.308,0.815,72.265,4,classical,4669
0,161484,False,0.73,0.935,11,-8.25,1,0.0615,0.0124,0.754,0.366,0.491,128.013,4,electronic,4606
49,228960,False,0.459,0.823,4,-6.481,1,0.037,0.00332,1.75e-05,0.189,0.55,152.062,4,acoustic,5075
47,258346,False,0.582,0.929,9,-1.345,0,0.034,0.00067,0.36,0.0795,0.0839,102.985,4,electronic,806
43,212859,False,0.501,0.798,2,-4.485,1,0.0412,0.336,2.31e-06,0.0633,0.167,135.005,4,electronic,4623
53,103115,True,0.859,0.795,8,-3.814,1,0.197,0.184,0.0,0.0668,0.375,134.944,4,electronic,1718
3,236160,False,0.453,0.655,9,-4.22,1,0.0257,0.0794,7.06e-06,0.0849,0.366,172.01,4,rock,5900
75,248346,False,0.477,0.483,4,-9.413,0,0.0364,0.0027,0.783,0.156,0.123,170.026,4,rock,4682
0,134973,False,0.728,0.333,9,-16.162,1,0.0791,0.69,0.0,0.0653,0.399,111.673,4,jazz,5883
0,149306,False,0.605,0.497,1,-6.676,1,0.0319,0.727,3.95e-05,0.102,0.72,126.014,4,jazz,2276
0,225933,False,0.672,0.601,11,-6.469,1,0.0279,0.128,0.0,0.0824,0.763,94.699,4,rock,5657
9,76000,False,0.432,0.0223,5,-31.554,1,0.0555,0.983,0.875,0.178,0.921,180.084,4,classical,4887
34,196373,False,0.73,0.769,9,-5.965,0,0.0267,0.104,4.43e-06,0.267,0.912,116.006,4,electronic,5555
1,205773,True,0.721,0.714,11,-5.436,0,0.234,0.107,0.0,0.562,0.506,94.002,4,hip-hop,1921
0,181400,False,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,4,acoustic,35
35,260226,False,0.716,0.701,9,-5.7,0,0.033,0.119,7.68e-05,0.361,0.927,104.018,4,electronic,5862
51,278546,False,0.708,0.491,11,-8.637,0,0.0369,0.331,0.00412,0.0828,0.232,110.017,4,electronic,1482
0,58800,False,0.435,0.158,7,-20.203,0,0.0368,0.995,0.876,0.152,0.211,59.74,3,classical,1333
60,261640,False,0.577,0.446,6,-11.343,1,0.0313,0.554,0.0782,0.116,0.262,81.005,4,acoustic,2039
28,172094,False,0.719,0.213,1,-13.643,1,0.0366,0.0323,0.885,0.0822,0.0558,103.073,4,electronic,5616
76,242142,False,0.684,0.605,10,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647,4,electronic,2834
2,271786,False,0.36,0.381,1,-8.666,1,0.0488,0.59,5.1e-05,0.0846,0.346,198.154,3,jazz,4285
69,152280,False,0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,4,classical,4550
0,177506,False,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4,rock,5077
10,79000,False,0.439,0.0592,2,-21.971,1,0.0436,0.864,0.0588,0.41,0.337,117.939,3,classical,1466
0,192160,False,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5,jazz,1433
1,538293,False,0.213,0.159,7,-13.897,1,0.0366,0.715,0.914,0.101,0.0373,143.35,4,classical,159
0,154813,False,0.521,0.278,2,-10.922,1,0.0774,0.742,2.48e-06,0.0736,0.692,76.925,4,jazz,2281
58,204545,False,0.721,0.746,4,-5.135,0,0.0637,0.0241,0.0,0.143,0.23,175.813,4,hip-hop,2558
0,129132,False,0.416,0.00701,6,-31.421,1,0.0558,0.995,0.952,0.078,0.234,72.341,4,classical,5313
0,344335,False,0.864,0.828,4,-8.525,0,0.147,0.0118,0.886,0.107,0.0846,127.016,4,electronic,5087
62,216612,False,0.483,0.506,9,-6.058,1,0.0347,0.394,0.0,0.0946,0.705,87.337,4,acoustic,446
1,348306,False,0.545,0.792,3,-6.395,0,0.032,0.1,0.952,0.173,0.127,128.977,4,electronic,1700
0,151387,False,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock,5133
14,67546,False,0.43,0.363,0,-17.472,1,0.0512,0.909,0.358,0.29,0.395,127.893,4,classical,4562
1,408720,False,0.155,0.138,5,-20.171,1,0.0406,0.584,0.829,0.3,0.0349,132.996,4,classical,2248
57,237419,False,0.708,0.771,2,-9.022,0,0.0394,0.00721,0.164,0.277,0.371,92.986,4,electronic,1815
58,152333,False,0.359,0.286,9,-10.172,0,0.0338,0.908,0.0036,0.109,0.229,152.205,4,electronic,4881
76,168000,False,0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,4,hip-hop,3899
0,69000,False,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,jazz,5622
26,266007,False,0.8,0.869,5,-7.787,1,0.0714,0.249,0.864,0.614,0.888,93.001,4,electronic,2408
35,181800,False,0.733,0.766,4,-7.553,0,0.044,0.0962,0.000448,0.3,0.198,94.993,4,electronic,5492
49,208013,True,0.537,0.689,0,-4.725,1,0.0297,0.00517,0.0,0.105,0.682,75.017,4,electronic,4860
0,208980,False,0.707,0.745,7,-7.291,1,0.0321,0.0226,0.264,0.102,0.515,125.018,4,rock,1264
64,204507,False,0.706,0.693,0,-5.502,1,0.259,0.0123,0.0,0.346,0.838,141.794,4,hip-hop,43
42,166680,False,0.279,0.471,4,-8.347,0,0.0359,0.913,0.00328,0.316,0.349,104.432,4,jazz,5817
0,181055,False,0.338,0.0568,9,-27.643,0,0.0374,0.99,0.907,0.149,0.544,152.728,3,classical,1532
46,1223800,False,0.677,0.351,2,-16.101,0,0.0509,0.838,0.0,0.0978,0.706,117.443,4,classical,2829
52,254026,False,0.592,0.304,8,-9.833,1,0.0298,0.564,0.0,0.107,0.307,114.72,3,acoustic,1575
0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,3074
0,280500,False,0.485,0.0293,4,-30.251,0,0.031,0.991,0.902,0.0964,0.0423,80.014,3,classical,1740
50,225533,False,0.829,0.751,11,-4.937,0,0.0645,0.0142,0.014,0.0414,0.96,129.993,4,acoustic,5816
28,245625,False,0.402,0.661,2,-7.605,0,0.0829,0.243,0.207,0.126,0.303,191.959,4,electronic,4918
34,263700,False,0.498,0.319,2,-9.576,1,0.0262,0.672,0.000106,0.0952,0.211,82.955,4,classical,1016
0,239972,False,0.581,0.659,8,-7.511,1,0.116,0.538,0.0,0.0656,0.577,155.945,4,rock,5179
0,69000,False,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,jazz,5406
3,69653,False,0.3,0.0902,10,-19.71,1,0.0392,0.981,0.958,0.395,0.0842,87.475,4,classical,617
53,242439,False,0.418,0.489,6,-8.373,0,0.0323,0.287,0.0288,0.42,0.398,72.891,4,acoustic,4708
0,256760,False,0.659,0.741,1,-4.354,0,0.0388,0.072,0.0,0.166,0.454,122.013,4,rock,2253
0,211197,True,0.576,0.869,7,-4.339,1,0.0339,8.57e-05,7.1e-05,0.0573,0.746,92.538,4,rock,4512
2,172466,True,0.766,0.882,5,-4.477,1,0.0713,0.0675,2.59e-06,0.281,0.547,107.933,4,rock,4109
0,114551,False,0.426,0.473,5,-7.924,1,0.0335,0.353,0.0,0.0234,0.937,181.752,4,rock,2935
65,175449,False,0.848,0.735,1,-4.661,1,0.0445,0.291,0.0,0.0713,0.57,98.973,4,hip-hop,135
0,187107,False,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,hip-hop,4303
9,241880,False,0.691,0.894,9,-1.681,0,0.115,0.291,0.0,0.104,0.623,184.018,4,hip-hop,3828
33,219705,False,0.744,0.721,10,-5.663,0,0.0511,0.00608,8.9e-06,0.362,0.347,136.015,4,electronic,786
0,254955,False,0.694,0.52,9,-8.758,1,0.0245,0.412,1.26e-06,0.137,0.52,108.06,4,rock,2980
7,693666,False,0.21,0.0975,7,-21.648,0,0.0342,0.973,0.879,0.5,0.0832,84.993,4,classical,1930
60,402952,False,0.728,0.794,11,-5.852,0,0.0257,0.000779,0.822,0.12,0.0911,112.017,4,electronic,115
50,205800,False,0.588,0.914,7,-7.442,1,0.0341,0.832,0.856,0.103,0.971,128.553,4,acoustic,600
0,115240,False,0.484,0.332,1,-10.312,1,0.037,0.787,0.0,0.373,0.683,134.999,4,jazz,3913
68,117146,False,0.451,0.24,1,-14.014,1,0.0351,0.912,2.45e-06,0.175,0.701,134.009,4,jazz,1831
38,241932,False,0.823,0.256,10,-17.652,1,0.0549,0.261,0.000675,0.06,0.775,97.796,4,jazz,1344
0,128048,False,0.302,0.096,2,-28.927,0,0.0309,0.972,0.903,0.098,0.382,94.275,4,classical,2438
84,270586,True,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,4,hip-hop,1555
43,252013,False,0.484,0.292,11,-13.097,1,0.035,0.868,0.000372,0.0903,0.0771,95.446,4,acoustic,259
41,233042,False,0.437,0.479,6,-5.698,0,0.0326,0.841,0.0,0.185,0.308,141.49,4,jazz,3178
0,206580,False,0.211,0.821,9,-5.423,0,0.0732,1.25e-05,0.0329,0.104,0.371,153.742,4,rock,5589
8,84317,False,0.496,0.0441,5,-24.634,1,0.0577,0.996,0.956,0.128,0.541,135.118,3,classical,369
40,256819,False,0.401,0.63,7,-6.825,0,0.0437,0.0578,0.0116,0.0744,0.314,135.955,3,electronic,5174
56,293306,False,0.652,0.588,5,-9.645,1,0.103,0.0009,0.385,0.2,0.627,168.061,4,electronic,5563
0,196802,False,0.652,0.847,6,-5.035,1,0.0552,0.188,0.0,0.378,0.515,163.942,4,rock,5632
0,149306,False,0.605,0.497,1,-6.676,1,0.0319,0.727,3.95e-05,0.102,0.72,126.014,4,jazz,1159
0,197146,False,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,rock,428
50,135320,False,0.467,0.855,4,-5.375,1,0.0515,0.174,9.32e-06,0.11,0.565,135.813,4,acoustic,1796
5,647040,False,0.43,0.0947,3,-20.02,1,0.0363,0.989,0.884,0.219,0.322,130.473,4,classical,2067
0,135053,True,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop,3644
62,181493,False,0.723,0.0811,0,-14.113,1,0.0631,0.779,0.0,0.509,0.36,88.044,4,jazz,4870
50,241413,False,0.589,0.334,7,-10.08,1,0.029,0.832,0.0,0.133,0.208,80.036,4,acoustic,279
1,302346,False,0.755,0.454,9,-9.609,0,0.0352,0.757,0.0,0.236,0.33,120.06,4,acoustic,2258
57,169600,False,0.731,0.191,0,-11.359,1,0.122,0.735,0.671,0.131,0.274,149.91,4,acoustic,5472
38,221826,False,0.458,0.815,1,-7.16,0,0.0515,0.00374,1.07e-05,0.115,0.362,118.226,4,acoustic,4307
62,170769,False,0.955,0.538,1,-8.394,1,0.0734,0.132,0.00146,0.0704,0.837,116.977,4,hip-hop,4922
68,218357,False,0.697,0.578,9,-5.213,0,0.095,0.393,0.379,0.106,0.3,114.995,4,electronic,5396
55,247327,False,0.648,0.757,0,-5.932,1,0.0296,0.276,0.092,0.0987,0.38,119.971,4,electronic,659
0,117882,False,0.757,0.251,7,-11.408,0,0.144,0.46,0.651,0.165,0.531,85.002,4,jazz,2367
1,505413,False,0.353,0.09,3,-22.722,1,0.0373,0.995,0.895,0.0996,0.126,73.523,4,classical,623
83,153000,False,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,4,rock,3945
82,205040,True,0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4,hip-hop,3611
1,197933,False,0.488,0.572,9,-7.29,0,0.0901,0.138,0.000235,0.27,0.415,132.45,5,hip-hop,3935
47,166000,True,0.809,0.716,4,-8.434,0,0.0459,0.0175,0.00102,0.13,0.563,120.046,4,electronic,40
0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock,5259
0,155000,False,0.543,0.359,8,-6.571,1,0.0302,0.651,0.0,0.0981,0.346,109.735,4,acoustic,3893
0,209613,False,0.787,0.785,6,-6.768,0,0.0737,0.144,0.0,0.0596,0.734,97.021,4,rock,445
0,192551,False,0.815,0.66,9,-7.68,0,0.25,0.381,0.0,0.128,0.643,101.006,4,rock,2484
59,206400,False,0.789,0.83,5,-4.184,0,0.0747,0.009,0.00258,0.173,0.441,100.046,4,electronic,454
0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock,1089
58,186584,False,0.549,0.274,1,-12.565,1,0.0379,0.798,6.63e-06,0.103,0.207,86.664,4,acoustic,397
81,348400,False,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,4,rock,2551
56,230400,False,0.552,0.942,10,-4.098,0,0.0589,0.0272,0.00805,0.065,0.0607,150.038,4,electronic,4912
0,198866,False,0.434,0.3,0,-8.768,1,0.0286,0.832,0.0,0.143,0.481,84.899,4,jazz,5315
46,235135,False,0.457,0.064,6,-19.928,1,0.0339,0.941,0.108,0.107,0.0647,147.824,3,acoustic,924
0,257493,False,0.409,0.153,6,-10.74,0,0.0306,0.939,2.56e-05,0.108,0.18,85.262,4,acoustic,411
55,230773,False,0.595,0.384,2,-12.114,1,0.0305,0.682,2.37e-06,0.0796,0.691,90.726,4,acoustic,209
58,280226,False,0.614,0.283,0,-8.008,1,0.027,0.472,0.0,0.114,0.331,107.673,3,acoustic,5619
68,209386,False,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4,rock,3671
28,94466,False,0.284,0.108,7,-9.352,1,0.0473,0.674,4.65e-06,0.204,0.282,148.956,3,acoustic,3743
56,164628,False,0.883,0.787,8,-5.038,1,0.0399,0.0628,0.000688,0.214,0.159,120.991,4,electronic,4791
32,290951,False,0.428,0.58,4,-8.569,1,0.0356,0.343,3.3e-05,0.12,0.478,83.429,4,classical,2811
25,261000,False,0.479,0.285,1,-12.619,0,0.0327,0.942,0.0437,0.111,0.618,104.933,4,acoustic,2418
35,272370,True,0.785,0.626,11,-9.243,0,0.127,0.224,0.000765,0.108,0.204,119.984,4,electronic,2330
0,213000,True,0.498,0.946,2,-4.792,1,0.0602,0.000121,2.53e-05,0.359,0.31,106.276,4,rock,5301
26,199866,False,0.673,0.424,8,-11.49,1,0.0305,0.3,0.0,0.229,0.709,115.038,4,acoustic,4836
45,174884,False,0.806,0.263,5,-10.43,1,0.0502,0.787,0.0,0.182,0.868,115.854,4,acoustic,5470
0,282026,False,0.171,0.0367,7,-22.811,0,0.0435,0.808,0.332,0.122,0.0838,131.559,4,classical,2683
55,190933,False,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,4,jazz,2730
29,661293,False,0.352,0.424,10,-8.009,0,0.0634,0.965,0.0,0.242,0.605,75.466,1,classical,627
45,332250,False,0.626,0.697,10,-8.689,0,0.0398,0.0849,0.58,0.111,0.0537,119.961,4,electronic,4510
0,71266,False,0.441,0.0391,10,-26.867,1,0.0409,0.993,0.897,0.111,0.508,132.385,3,classical,4325
75,168259,False,0.682,0.72,11,-8.176,0,0.0382,0.321,0.0,0.205,0.649,116.988,4,rock,3182
1,234626,False,0.544,0.848,11,-6.804,0,0.0288,0.00395,5.22e-05,0.134,0.489,99.039,4,rock,3996
17,97920,False,0.449,0.247,2,-16.29,1,0.0405,0.866,0.869,0.216,0.62,139.048,4,classical,4426
46,309173,False,0.457,0.542,2,-13.463,0,0.0411,0.76,0.0,0.43,0.691,81.408,4,jazz,3002
0,240146,False,0.523,0.322,0,-8.957,1,0.0285,0.535,0.0,0.132,0.3,126.002,4,rock,4827
4,224800,False,0.805,0.878,7,-3.826,1,0.0864,0.0754,0.00329,0.0656,0.922,124.994,4,hip-hop,4058
58,299440,False,0.719,0.945,7,-4.977,1,0.136,0.033,7.26e-05,0.0857,0.748,109.014,4,hip-hop,4151
53,168641,False,0.745,0.869,6,-4.375,1,0.0444,0.00193,0.0,0.0799,0.814,104.015,4,electronic,1624
51,149285,False,0.442,0.14,10,-18.628,1,0.0594,0.922,0.000531,0.129,0.314,60.307,4,jazz,4947
20,59000,False,0.502,0.248,0,-17.604,1,0.0609,0.864,0.298,0.0867,0.232,133.59,4,classical,336
4,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop,5956
0,166493,False,0.522,0.148,8,-15.579,1,0.0367,0.766,0.0,0.204,0.643,138.997,4,jazz,5706
83,146520,True,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,4,hip-hop,645
71,273864,False,0.591,0.376,11,-10.832,0,0.0543,0.478,0.0282,0.101,0.308,140.026,4,jazz,1173
0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop,3317
0,213946,False,0.32,0.515,2,-8.018,1,0.0412,0.373,1.74e-06,0.089,0.568,78.021,4,rock,5435
51,395449,False,0.608,0.895,0,-9.447,1,0.042,0.000204,0.753,0.11,0.0699,123.007,4,electronic,5206
2,271720,False,0.78,0.725,6,-6.032,1,0.0503,0.288,0.0,0.0851,0.431,100.92,4,hip-hop,3769
29,230915,False,0.686,0.285,5,-10.912,1,0.0291,0.689,0.0,0.129,0.672,103.995,4,acoustic,3165
1,234546,False,0.792,0.804,3,-4.752,1,0.259,0.537,0.0,0.342,0.807,96.041,4,hip-hop,1510
44,252567,False,0.375,0.298,1,-11.928,1,0.0395,0.822,0.0,0.137,0.425,174.03,4,acoustic,1778
89,189893,True,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,4,hip-hop,856
0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,3627
60,279373,False,0.236,0.578,7,-5.477,1,0.0404,0.327,0.00015,0.206,0.227,75.367,4,acoustic,3279
27,197266,True,0.308,0.854,4,-8.006,1,0.0494,0.0593,0.00718,0.903,0.689,193.395,4,acoustic,4847
5,173040,False,0.524,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.482,117.108,4,rock,3149
58,263826,False,0.649,0.57,9,-6.17,0,0.029,0.174,1.01e-05,0.496,0.506,110.061,4,hip-hop,4933
0,176226,False,0.123,0.261,8,-11.245,1,0.0288,0.718,0.0,0.14,0.136,82.062,3,jazz,4373
30,381910,False,0.389,0.864,9,-3.218,1,0.117,0.0362,6.31e-06,0.193,0.548,98.11,3,acoustic,3482
0,572426,False,0.459,0.727,2,-11.668,1,0.593,0.766,0.0,0.959,0.596,107.96,4,jazz,1966
36,198000,False,0.719,0.668,7,-6.35,1,0.0479,0.000352,0.498,0.0851,0.166,99.995,4,electronic,5765
1,242640,False,0.66,0.752,6,-5.839,1,0.0487,0.251,0.00398,0.322,0.934,159.684,4,rock,5194
38,211672,False,0.672,0.644,11,-9.063,1,0.236,0.795,0.0,0.146,0.549,148.135,4,acoustic,3208
11,74000,False,0.296,0.0242,9,-27.154,1,0.0546,0.99,0.907,0.199,0.248,175.619,3,classical,2098
59,177391,False,0.797,0.627,4,-7.095,0,0.145,0.0143,0.0,0.324,0.526,92.017,4,hip-hop,5365
